case_id,user_id,department,previous_department,application,role,entitlement,hire_date,entitlement_grant_date,department_change_date,last_recertification_date,user_status,last_login_days,stale_access_days,privilege_level,toxic_combo,business_need,entitlement_owner,manager_name,assignment_type,source_role,effective_permission,risk_score,recommendation,rule_explanation,confidence,history_events
CASE-0085,USR-6072,Legal,,Ticketing,Manager,export_data,2020-12-07,2021-06-05,,2025-04-24,active,164,405,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Sara Vogel,Role-derived,Legal_Manager_Base,True,30,retain,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2020-12-07|Joiner|Eintritt ins Unternehmen;2021-06-05|Grant|Berechtigung 'export_data' zugewiesen;2025-04-24|Recert|Letzte Rezertifizierung (bestätigt);2025-09-29|Login|Letzter Login
CASE-0086,USR-4145,HR,,CRM,Employee,approve_payments,2023-05-29,2023-06-08,,,active,39,39,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Mara Klein,Role-derived,HR_Employee_Base,True,-33,retain,inactive_login>30d (+10); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2023-05-29|Joiner|Eintritt ins Unternehmen;2023-06-08|Grant|Berechtigung 'approve_payments' zugewiesen;2026-02-01|Login|Letzter Login
CASE-0087,USR-8170,HR,,ERP,Admin,export_data,2020-10-25,2021-08-27,,2025-06-04,active,93,346,medium,1,Berechtigung ist für die Rolle 'Admin' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tobias Franke,Role-derived,HR_Admin_Base,True,88,revoke,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); toxic_combination (+40); sensitive_role (+10); no_department_change (-5); active_user (-5),75.2,2020-10-25|Joiner|Eintritt ins Unternehmen;2021-08-27|Grant|Berechtigung 'export_data' zugewiesen;2025-06-04|Recert|Letzte Rezertifizierung (bestätigt);2025-12-09|Login|Letzter Login
CASE-0088,USR-8218,Sales,,Payroll,Analyst,manage_identities,2021-12-21,2022-09-21,,2025-12-29,active,199,195,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Pia Walter,Role-derived,Sales_Analyst_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2021-12-21|Joiner|Eintritt ins Unternehmen;2022-09-21|Grant|Berechtigung 'manage_identities' zugewiesen;2025-08-25|Login|Letzter Login;2025-12-29|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0089,USR-5670,IT,Sales,ERP,Analyst,approve_payments,2020-11-24,2021-04-02,2024-06-10,2025-05-14,active,69,230,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'approve_payments').,Finance Access Owner,Julia Neumann,Direct,,True,58,review,inactive_login>60d (+20); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),66.8,2020-11-24|Joiner|Eintritt ins Unternehmen;2021-04-02|Grant|Berechtigung 'approve_payments' zugewiesen;2024-06-10|Mover|Abteilungswechsel von Sales nach IT;2025-05-14|Recert|Letzte Rezertifizierung (bestätigt);2026-01-02|Login|Letzter Login
CASE-0090,USR-7326,Sales,,ERP,Contractor,manage_identities,2024-05-28,2024-11-23,,2025-07-10,terminated,57,14,low,0,Berechtigung ist für die Rolle 'Contractor' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,David Brandt,Role-derived,Sales_Contractor_Base,False,8,retain,inactive_login>30d (+10); access_recently_used<=30d (-12); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); terminated_user_orphan (+30),87.8,2024-05-28|Joiner|Eintritt ins Unternehmen;2024-11-23|Grant|Berechtigung 'manage_identities' zugewiesen;2025-07-10|Recert|Letzte Rezertifizierung (bestätigt);2026-01-14|Login|Letzter Login;2026-01-29|Leaver|Austritt aus dem Unternehmen
CASE-0091,USR-1311,Legal,,IAM,Contractor,approve_payments,2024-08-24,2025-08-16,,,active,38,280,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'approve_payments').,Finance Access Owner,Markus Hahn,Direct,,True,38,review,inactive_login>30d (+10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),54.2,2024-08-24|Joiner|Eintritt ins Unternehmen;2025-08-16|Grant|Berechtigung 'approve_payments' zugewiesen;2026-02-02|Login|Letzter Login
CASE-0092,USR-9189,Legal,Sales,Ticketing,Employee,admin_console,2022-09-22,2022-11-24,2025-07-17,,terminated,4,323,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Ticketing' (Berechtigung: 'admin_console').,Security Operations Owner,Sara Vogel,Direct,,False,23,retain,very_recent_login<=7d (-15); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); terminated_user_orphan (+30),66.8,2022-09-22|Joiner|Eintritt ins Unternehmen;2022-11-24|Grant|Berechtigung 'admin_console' zugewiesen;2025-07-17|Mover|Abteilungswechsel von Sales nach Legal;2026-02-02|Leaver|Austritt aus dem Unternehmen;2026-03-08|Login|Letzter Login
CASE-0093,USR-9914,Finance,,Ticketing,Employee,admin_console,2024-01-08,2024-04-13,,,active,141,10,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Lars Hoffmann,Role-derived,Finance_Employee_Base,True,-12,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2024-01-08|Joiner|Eintritt ins Unternehmen;2024-04-13|Grant|Berechtigung 'admin_console' zugewiesen;2025-10-22|Login|Letzter Login
CASE-0094,USR-6447,IT,,CRM,Employee,read_reports,2019-07-13,2020-01-12,,2026-01-03,active,90,279,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Julia Neumann,Role-derived,IT_Employee_Base,True,3,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),94.8,2019-07-13|Joiner|Eintritt ins Unternehmen;2020-01-12|Grant|Berechtigung 'read_reports' zugewiesen;2025-12-12|Login|Letzter Login;2026-01-03|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0095,USR-6170,Finance,Sales,IAM,Manager,admin_console,2021-05-23,2021-08-01,2023-04-23,,active,101,417,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Nina Weber,Direct,,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),50.0,2021-05-23|Joiner|Eintritt ins Unternehmen;2021-08-01|Grant|Berechtigung 'admin_console' zugewiesen;2023-04-23|Mover|Abteilungswechsel von Sales nach Finance;2025-12-01|Login|Letzter Login
CASE-0096,USR-7334,Finance,,IAM,Admin,approve_payments,2019-11-19,2020-10-20,,2025-10-23,active,127,354,low,1,Berechtigung ist für die Rolle 'Admin' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Lars Hoffmann,Role-derived,Finance_Admin_Base,True,83,revoke,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); toxic_combination (+40); sensitive_role (+10); no_department_change (-5); active_user (-5),68.2,2019-11-19|Joiner|Eintritt ins Unternehmen;2020-10-20|Grant|Berechtigung 'approve_payments' zugewiesen;2025-10-23|Recert|Letzte Rezertifizierung (bestätigt);2025-11-05|Login|Letzter Login
CASE-0097,USR-6021,HR,,Payroll,Analyst,admin_console,2020-03-26,2020-11-02,,2025-08-10,active,183,218,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'admin_console').,Security Operations Owner,Tobias Franke,Direct,,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2020-03-26|Joiner|Eintritt ins Unternehmen;2020-11-02|Grant|Berechtigung 'admin_console' zugewiesen;2025-08-10|Recert|Letzte Rezertifizierung (bestätigt);2025-09-10|Login|Letzter Login
CASE-0098,USR-7655,IT,,IAM,Admin,admin_console,2023-04-21,2024-03-01,,2026-02-01,active,191,347,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'admin_console').,Security Operations Owner,Julia Neumann,Direct,,True,28,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),59.8,2023-04-21|Joiner|Eintritt ins Unternehmen;2024-03-01|Grant|Berechtigung 'admin_console' zugewiesen;2025-09-02|Login|Letzter Login;2026-02-01|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0099,USR-7077,Operations,,IAM,Employee,export_data,2023-06-16,2023-12-19,,2025-10-28,terminated,195,39,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'IAM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Tim Behrens,Role-derived,Operations_Employee_Base,False,47,review,inactive_login>120d (+35); access_used_last_quarter (-8); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),66.8,2023-06-16|Joiner|Eintritt ins Unternehmen;2023-12-19|Grant|Berechtigung 'export_data' zugewiesen;2025-08-29|Login|Letzter Login;2025-10-28|Recert|Letzte Rezertifizierung (bestätigt);2026-01-18|Leaver|Austritt aus dem Unternehmen
CASE-0100,USR-4515,Operations,,Ticketing,Employee,manage_identities,2021-06-08,2022-02-19,,,active,177,469,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,65,review,inactive_login>120d (+35); stale_access>365d (+30); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2021-06-08|Joiner|Eintritt ins Unternehmen;2022-02-19|Grant|Berechtigung 'manage_identities' zugewiesen;2025-09-16|Login|Letzter Login
CASE-0101,USR-5914,IT,,CRM,Manager,user_support,2024-05-04,2024-06-18,,2025-08-07,active,181,474,medium,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Julia Neumann,Role-derived,IT_Manager_Base,True,50,review,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),71.0,2024-05-04|Joiner|Eintritt ins Unternehmen;2024-06-18|Grant|Berechtigung 'user_support' zugewiesen;2025-08-07|Recert|Letzte Rezertifizierung (bestätigt);2025-09-12|Login|Letzter Login
CASE-0102,USR-8657,Sales,,Ticketing,Employee,approve_payments,2021-08-08,2021-10-19,,2025-09-16,terminated,156,452,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,David Brandt,Role-derived,Sales_Employee_Base,True,65,review,inactive_login>120d (+35); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),57.0,2021-08-08|Joiner|Eintritt ins Unternehmen;2021-10-19|Grant|Berechtigung 'approve_payments' zugewiesen;2025-09-16|Recert|Letzte Rezertifizierung (bestätigt);2025-10-07|Login|Letzter Login;2026-03-04|Leaver|Austritt aus dem Unternehmen
CASE-0103,USR-3981,Sales,,CRM,Manager,export_data,2020-10-02,2021-03-14,,2025-12-19,active,128,466,high,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Compliance Owner,Pia Walter,Role-derived,Sales_Manager_Base,True,65,review,inactive_login>120d (+35); stale_access>365d (+30); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),57.0,2020-10-02|Joiner|Eintritt ins Unternehmen;2021-03-14|Grant|Berechtigung 'export_data' zugewiesen;2025-11-04|Login|Letzter Login;2025-12-19|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0104,USR-5496,Operations,,CRM,Employee,user_support,2021-11-16,2022-05-13,,2026-01-31,active,77,314,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Lea Richter,Role-derived,Operations_Employee_Base,True,3,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),94.8,2021-11-16|Joiner|Eintritt ins Unternehmen;2022-05-13|Grant|Berechtigung 'user_support' zugewiesen;2025-12-25|Login|Letzter Login;2026-01-31|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0105,USR-2330,Operations,,ERP,Manager,user_support,2021-04-08,2022-03-12,,2025-03-26,active,197,295,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Tim Behrens,Role-derived,Operations_Manager_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2021-04-08|Joiner|Eintritt ins Unternehmen;2022-03-12|Grant|Berechtigung 'user_support' zugewiesen;2025-03-26|Recert|Letzte Rezertifizierung (bestätigt);2025-08-27|Login|Letzter Login
CASE-0106,USR-8430,IT,,ERP,Employee,user_support,2025-06-19,2025-11-15,,2025-08-11,active,15,80,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Sven Berger,Role-derived,IT_Employee_Base,True,-53,retain,recent_login<=30d (-10); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2025-06-19|Joiner|Eintritt ins Unternehmen;2025-08-11|Recert|Letzte Rezertifizierung (bestätigt);2025-11-15|Grant|Berechtigung 'user_support' zugewiesen;2026-02-25|Login|Letzter Login
CASE-0107,USR-8642,HR,,ERP,Employee,manage_identities,2022-12-05,2023-05-31,,2025-07-13,active,115,126,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'ERP' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Tobias Franke,Role-derived,HR_Employee_Base,True,-7,retain,inactive_login>60d (+20); stale_access>90d (+8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2022-12-05|Joiner|Eintritt ins Unternehmen;2023-05-31|Grant|Berechtigung 'manage_identities' zugewiesen;2025-07-13|Recert|Letzte Rezertifizierung (bestätigt);2025-11-17|Login|Letzter Login
CASE-0108,USR-8648,Legal,,Payroll,Employee,manage_identities,2021-02-20,2021-08-07,,2025-11-30,active,127,11,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,-12,retain,inactive_login>120d (+35); access_recently_used<=30d (-12); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2021-02-20|Joiner|Eintritt ins Unternehmen;2021-08-07|Grant|Berechtigung 'manage_identities' zugewiesen;2025-11-05|Login|Letzter Login;2025-11-30|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0109,USR-2761,Legal,Sales,Payroll,Employee,approve_payments,2023-04-22,2023-05-17,2025-12-05,2025-03-16,active,67,372,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Sara Vogel,Role-derived,Legal_Employee_Base,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),50.0,2023-04-22|Joiner|Eintritt ins Unternehmen;2023-05-17|Grant|Berechtigung 'approve_payments' zugewiesen;2025-03-16|Recert|Letzte Rezertifizierung (bestätigt);2025-12-05|Mover|Abteilungswechsel von Sales nach Legal;2026-01-04|Login|Letzter Login
CASE-0110,USR-2946,Finance,,CRM,Manager,read_reports,2021-07-13,2022-01-15,,2026-01-25,active,100,191,medium,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Lars Hoffmann,Role-derived,Finance_Manager_Base,True,23,retain,inactive_login>60d (+20); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),66.8,2021-07-13|Joiner|Eintritt ins Unternehmen;2022-01-15|Grant|Berechtigung 'read_reports' zugewiesen;2025-12-02|Login|Letzter Login;2026-01-25|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0111,USR-8761,Finance,,Ticketing,Employee,export_data,2025-01-21,2025-08-15,,,terminated,38,310,high,0,Direkte Zuweisung für eine operative Tätigkeit in 'Ticketing' (Berechtigung: 'export_data').,Data Compliance Owner,Lars Hoffmann,Direct,,True,63,review,inactive_login>30d (+10); stale_access>180d (+18); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); terminated_user_orphan (+30),59.8,2025-01-21|Joiner|Eintritt ins Unternehmen;2025-08-15|Grant|Berechtigung 'export_data' zugewiesen;2026-02-02|Login|Letzter Login;2026-02-27|Leaver|Austritt aus dem Unternehmen
CASE-0112,USR-7035,Operations,,IAM,Admin,user_support,2026-01-02,2026-01-24,,2025-03-20,active,28,213,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,Lea Richter,Direct,,True,3,retain,recent_login<=30d (-10); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),94.8,2025-03-20|Recert|Letzte Rezertifizierung (bestätigt);2026-01-02|Joiner|Eintritt ins Unternehmen;2026-01-24|Grant|Berechtigung 'user_support' zugewiesen;2026-02-12|Login|Letzter Login
CASE-0113,USR-7229,Finance,,CRM,Employee,user_support,2025-11-01,2026-01-14,,2026-01-23,active,62,16,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'CRM' (Berechtigung: 'user_support').,Service Desk Owner,Nina Weber,Direct,,True,-7,retain,inactive_login>60d (+20); access_recently_used<=30d (-12); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2025-11-01|Joiner|Eintritt ins Unternehmen;2026-01-09|Login|Letzter Login;2026-01-14|Grant|Berechtigung 'user_support' zugewiesen;2026-01-23|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0114,USR-3262,Sales,,Ticketing,Employee,approve_payments,2021-01-17,2021-08-17,,2025-04-12,active,143,166,high,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Ticketing' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,David Brandt,Role-derived,Sales_Employee_Base,True,43,review,inactive_login>120d (+35); stale_access>90d (+8); high_privilege (+25); no_toxic_combination (-15); no_department_change (-5); active_user (-5),61.2,2021-01-17|Joiner|Eintritt ins Unternehmen;2021-08-17|Grant|Berechtigung 'approve_payments' zugewiesen;2025-04-12|Recert|Letzte Rezertifizierung (bestätigt);2025-10-20|Login|Letzter Login
CASE-0115,USR-8932,Legal,,CRM,Employee,approve_payments,2025-04-29,2025-10-22,,2025-07-25,active,71,285,low,1,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,58,review,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),66.8,2025-04-29|Joiner|Eintritt ins Unternehmen;2025-07-25|Recert|Letzte Rezertifizierung (bestätigt);2025-10-22|Grant|Berechtigung 'approve_payments' zugewiesen;2025-12-31|Login|Letzter Login
CASE-0116,USR-9899,Operations,,Payroll,Analyst,export_data,2024-10-30,2025-04-11,,2025-05-13,active,88,488,medium,0,Direkte Zuweisung für eine operative Tätigkeit in 'Payroll' (Berechtigung: 'export_data').,Data Compliance Owner,Lea Richter,Direct,,True,35,review,inactive_login>60d (+20); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),50.0,2024-10-30|Joiner|Eintritt ins Unternehmen;2025-04-11|Grant|Berechtigung 'export_data' zugewiesen;2025-05-13|Recert|Letzte Rezertifizierung (bestätigt);2025-12-14|Login|Letzter Login
CASE-0117,USR-5450,Legal,,CRM,Analyst,read_reports,2023-03-26,2023-11-08,,2025-12-24,active,157,379,medium,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Sara Vogel,Role-derived,Legal_Analyst_Base,True,50,review,inactive_login>120d (+35); stale_access>365d (+30); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),71.0,2023-03-26|Joiner|Eintritt ins Unternehmen;2023-11-08|Grant|Berechtigung 'read_reports' zugewiesen;2025-10-06|Login|Letzter Login;2025-12-24|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0118,USR-3587,Finance,,Payroll,Employee,user_support,2023-12-25,2024-06-12,,,active,121,244,medium,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Service Desk Owner,Lars Hoffmann,Role-derived,Finance_Employee_Base,True,38,review,inactive_login>120d (+35); stale_access>180d (+18); medium_privilege (+10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),54.2,2023-12-25|Joiner|Eintritt ins Unternehmen;2024-06-12|Grant|Berechtigung 'user_support' zugewiesen;2025-11-11|Login|Letzter Login
CASE-0119,USR-7846,Operations,,CRM,Analyst,read_reports,2020-05-08,2021-04-07,,2025-06-09,active,101,403,low,1,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Data Governance Team,Tim Behrens,Role-derived,Operations_Analyst_Base,True,70,revoke,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),50.0,2020-05-08|Joiner|Eintritt ins Unternehmen;2021-04-07|Grant|Berechtigung 'read_reports' zugewiesen;2025-06-09|Recert|Letzte Rezertifizierung (bestätigt);2025-12-01|Login|Letzter Login
CASE-0120,USR-9261,Sales,IT,Payroll,Employee,manage_identities,2025-09-19,2026-02-21,2026-03-23,2025-05-19,active,49,414,low,0,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,IAM Platform Owner,David Brandt,Role-derived,Sales_Employee_Base,True,25,retain,inactive_login>30d (+10); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); dept_change_privilege_creep (+15); active_user (-5),64.0,2025-05-19|Recert|Letzte Rezertifizierung (bestätigt);2025-09-19|Joiner|Eintritt ins Unternehmen;2026-01-22|Login|Letzter Login;2026-02-21|Grant|Berechtigung 'manage_identities' zugewiesen;2026-03-23|Mover|Abteilungswechsel von IT nach Sales
CASE-0121,USR-7643,Operations,,Payroll,Analyst,admin_console,2019-07-04,2019-12-24,,2026-02-02,active,83,44,low,0,Berechtigung ist für die Rolle 'Analyst' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Lea Richter,Role-derived,Operations_Analyst_Base,True,-23,retain,inactive_login>60d (+20); access_used_last_quarter (-8); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),99.0,2019-07-04|Joiner|Eintritt ins Unternehmen;2019-12-24|Grant|Berechtigung 'admin_console' zugewiesen;2025-12-19|Login|Letzter Login;2026-02-02|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0122,USR-1187,Sales,,IAM,Contractor,user_support,2019-06-04,2019-10-16,,2025-12-30,active,92,354,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'IAM' (Berechtigung: 'user_support').,Service Desk Owner,David Brandt,Direct,,True,13,retain,inactive_login>60d (+20); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),80.8,2019-06-04|Joiner|Eintritt ins Unternehmen;2019-10-16|Grant|Berechtigung 'user_support' zugewiesen;2025-12-10|Login|Letzter Login;2025-12-30|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0123,USR-4618,Legal,,CRM,Employee,approve_payments,2024-12-25,2025-12-21,,2026-01-20,active,122,78,low,1,Berechtigung ist für die Rolle 'Employee' in der Anwendung 'CRM' innerhalb der Standard-Rollenmatrix erforderlich.,Finance Access Owner,Markus Hahn,Role-derived,Legal_Employee_Base,True,47,review,inactive_login>120d (+35); access_used_last_quarter (-8); low_privilege (-10); toxic_combination (+40); no_department_change (-5); active_user (-5),66.8,2024-12-25|Joiner|Eintritt ins Unternehmen;2025-11-10|Login|Letzter Login;2025-12-21|Grant|Berechtigung 'approve_payments' zugewiesen;2026-01-20|Recert|Letzte Rezertifizierung (bestätigt)
CASE-0124,USR-9609,HR,,Payroll,Manager,admin_console,2024-08-17,2025-05-20,,2025-04-22,active,180,185,low,0,Berechtigung ist für die Rolle 'Manager' in der Anwendung 'Payroll' innerhalb der Standard-Rollenmatrix erforderlich.,Security Operations Owner,Mara Klein,Role-derived,HR_Manager_Base,True,18,retain,inactive_login>120d (+35); stale_access>180d (+18); low_privilege (-10); no_toxic_combination (-15); no_department_change (-5); active_user (-5),73.8,2024-08-17|Joiner|Eintritt ins Unternehmen;2025-04-22|Recert|Letzte Rezertifizierung (bestätigt);2025-05-20|Grant|Berechtigung 'admin_console' zugewiesen;2025-09-13|Login|Letzter Login
CASE-0125,USR-9008,HR,,ERP,Contractor,admin_console,2021-08-13,2022-06-03,,2025-06-25,active,114,414,low,0,Direkte Zuweisung für eine operative Tätigkeit in 'ERP' (Berechtigung: 'admin_console').,Security Operations Owner,Tobias Franke,Direct,,True,25,retain,inactive_login>60d (+20); stale_access>365d (+30); low_privilege (-10); no_toxic_combination (-15); sensitive_role (+10); no_department_change (-5); active_user (-5),64.0,2021-08-13|Joiner|Eintritt ins Unternehmen;2022-06-03|Grant|Berechtigung 'admin_console' zugewiesen;2025-06-25|Recert|Letzte Rezertifizierung (bestätigt);2025-11-18|Login|Letzter Login
